paper_id,category,title,abstract,type,year,venue,doi,url
257d12166680ce6f4cec17b0489f03c445810f34,sociology,A Risk Society,"“Risk society” is a concept that was first framed by the German sociologist Ulrich Beck in Risk Society in 1986. In Beck’s view, the modern society had deviated from (Karl Marx’s) class society or (Max Weber’s) industrial society and had developed into a social form that is highly modern, known as the “risk society.” Social theories based on unequal distribution of wealth (the functional theory, Marxism, and various kinds of postindustrial or postmodern theories that derived from it) have lost their interpretability when it comes to the crisis and inequality in the distribution of risks. Therefore, there needs to be a turn in social theories, that is to say, “risk sociology” needs to be advanced with problem awareness being “how to avoid, minimize, and direct risks or hazards systematically created as a part of modernization.”",human,2013,Rural Health Care Delivery,10.1007/978-3-642-39982-4_17,https://www.semanticscholar.org/paper/257d12166680ce6f4cec17b0489f03c445810f34
2accc32c2e3bfde69cf10f6920fbdb03543c8172,sociology,A Teoria Queer e a Sociologia: o desafio de uma analítica da normalização,"Originated from the American Cultural Studies, Queer Theory has gained a reputation as a critical counterpoint to the sociological studies on sexual minorities and the political identity of the social movements. Based on a creative implementation of post-structuralist philosophy for the understanding of how sexuality shapes the contemporary social order, for more than a decade its affinities and tensions, as related to the social sciences, and particularly to sociology, are in discussion. This article joins the debate, analyzes the similarities and distinctions between those two, and finally presents an overview of the current dialogue, pointing to a possible convergence in the queer project to enable an analysis of normalization.",human,2009,,10.1590/S1517-45222009000100008,https://www.semanticscholar.org/paper/2accc32c2e3bfde69cf10f6920fbdb03543c8172
34c7334ff2979e17c52d47e96e2f30c739de88a9,physics,Cosmology and Fundamental Physics with the Euclid Satellite,"The Euclid satellite, a European Space Agency mission, is designed to investigate the origin of cosmic acceleration by mapping the geometry and large-scale structure of the universe through precise measurements of galaxy shapes and redshifts. This review presents the scientific objectives and theoretical framework guiding Euclid’s cosmological investigations, with an emphasis on probing dark energy, modified gravity, dark matter, initial conditions, and foundational assumptions in data analysis. We discuss the range of theoretical models for dark energy and gravity, the nonlinear evolution of cosmic structures, and the observational strategies Euclid will employ to test these models. The paper also examines Euclid’s potential to constrain properties of dark matter and neutrinos, as well as its synergy with other cosmological surveys. By providing forecasts for key cosmological parameters and outlining methodological challenges, this review serves as a comprehensive guide for the scientific activities of the Euclid Theory Working Group in preparation for the mission’s launch.",machine,2012,Living Reviews in Relativity,10.12942/lrr-2013-6,https://www.semanticscholar.org/paper/34c7334ff2979e17c52d47e96e2f30c739de88a9
1d781215aee50857c814acaaa61a51542ad839db,sociology,Community Structure and Crime: Testing Social-Disorganization Theory,"Shaw and McKay's influential theory of community social disorganization has never been directly tested. To address this, a community-level theory that builds on Shaw and McKay's original model is formulated and tested. The general hypothesis is that low economic status, ethnic heterogeneity, residential mobility, and family disruption lead to community social disorganization, which, in turn, increases crime and delinquency rates. A community's level of social organization is measured in terms of local friendship networks, control of street-corner teenage peer groups, and prevalence of organizational participation. The model is first tested by analyzing data for 238 localities in Great Britain constructed from a 1982 national survey of 10,905 residents. The model is then replicated on an independent national sample of 11,030 residents of 300 British localities in 1984. Results from both surveys support the theory and show that between-community variations in social disorganization transmit much of the effect of community structural characteristics on rates of both criminal victimization and criminal offending.",human,1989,American Journal of Sociology,10.1086/229068,https://www.semanticscholar.org/paper/1d781215aee50857c814acaaa61a51542ad839db
ebb70dba1c26fb9e8aaa4fa55ea4a849f158c5e2,engineering,The role of tissue engineering in articular cartilage repair and regeneration.,"Articular cartilage repair and regeneration continue to be largely intractable because of the poor regenerative properties of this tissue. The field of articular cartilage tissue engineering, which aims to repair, regenerate, and/or improve injured or diseased articular cartilage functionality, has evoked intense interest and holds great potential for improving articular cartilage therapy. This review provides an overall description of the current state of and progress in articular cartilage repair and regeneration. Traditional therapies and related problems are introduced. More importantly, a variety of promising cell sources, biocompatible tissue engineered scaffolds, scaffoldless techniques, growth factors, and mechanical stimuli used in current articular cartilage tissue engineering are reviewed. Finally, the technical and regulatory challenges of articular cartilage tissue engineering and possible future directions are also discussed.",human,2009,Critical reviews in biomedical engineering,10.1615/CRITREVBIOMEDENG.V37.I1-2.10,https://www.semanticscholar.org/paper/ebb70dba1c26fb9e8aaa4fa55ea4a849f158c5e2
c99121a270a4155e809a92113ebb18bcf687c2b0,physics,Why Does Deep and Cheap Learning Work So Well?,"This paper investigates why deep learning is both highly effective and resource-efficient, despite the vast complexity of real-world data. We argue that the remarkable success of deep neural networks stems not only from mathematical universality but also from properties common in physics, such as symmetry, locality, compositionality, and polynomial log-probability, which structure the functions of practical interest. These properties allow neural networks to approximate relevant functions with exponentially fewer parameters than would be required for arbitrary functions—a phenomenon we term 'cheap learning.' We formalize these insights using information theory and draw connections to concepts like the renormalization group. Through a series of 'no-flattening' theorems, we demonstrate that certain hierarchical or compositional functions can be represented much more efficiently by deep rather than shallow networks, with significant efficiency losses incurred by attempts to approximate them in a shallow architecture. Our analysis explains why deep learning is so successful in practice: both the data encountered in natural tasks and the architectures of deep networks exploit similar simplifying structures, enabling powerful yet efficient learning.",machine,2016,Journal of statistical physics,10.1007/s10955-017-1836-5,https://www.semanticscholar.org/paper/c99121a270a4155e809a92113ebb18bcf687c2b0
c1dcab0b367e8978d933c1806b80f908e03dbfd2,biology,Synthetic DNA Synthesis and Assembly: Putting the Synthetic in Synthetic Biology.,"The chemical synthesis of DNA oligonucleotides and their assembly into synthons, genes, circuits, and even entire genomes by gene synthesis methods has become an enabling technology for modern molecular biology and enables the design, build, test, learn, and repeat cycle underpinning innovations in synthetic biology. In this perspective, we briefly review the techniques and technologies that enable the synthesis of DNA oligonucleotides and their assembly into larger DNA constructs with a focus on recent advancements that have sought to reduce synthesis cost and increase sequence fidelity. The development of lower-cost methods to produce high-quality synthetic DNA will allow for the exploration of larger biological hypotheses by lowering the cost of use and help to close the DNA read-write cost gap.",human,2017,Cold Spring Harbor Perspectives in Biology,10.1101/cshperspect.a023812,https://www.semanticscholar.org/paper/c1dcab0b367e8978d933c1806b80f908e03dbfd2
e72a61c48466798115e358cc548eac7c334fc0c8,medicine,CONSORT 2010 Statement: updated guidelines for reporting parallel group randomised trials,"The CONSORT 2010 Statement provides updated, evidence-based guidelines for reporting parallel group randomised controlled trials, aiming to enhance the clarity, completeness, and transparency of trial reports. Building on previous versions and incorporating new methodological research and accumulated experience, CONSORT 2010 offers a 25-item checklist and flow diagram to guide authors in reporting essential aspects of trial design, conduct, analysis, and interpretation. The revision process involved extensive consultation with a diverse group of experts and led to evolutionary changes that address persistent inadequacies in trial reporting. While focused on individually randomised, two-group parallel trials, the guidelines are broadly applicable and supported by numerous journals and editorial organizations worldwide. The CONSORT initiative continues to evolve in response to emerging evidence and serves as a model for other reporting guidelines, ultimately aiming to improve the quality of published research and facilitate critical appraisal by readers, editors, and reviewers.",machine,2010,Trials,10.1186/1745-6215-11-32,https://www.semanticscholar.org/paper/e72a61c48466798115e358cc548eac7c334fc0c8
1aa06d23a40745a4d4ee8b900173b179fb548d49,physics,Finding communities in linear time: a physics approach,We present a method that allows for the discovery of communities within graphs of arbitrary size in times that scale linearly with their size. This method avoids edge cutting and is based on notions of voltage drops across networks that are both intuitive and easy to solve regardless of the complexity of the graph involved. We additionally show how this algorithm allows for the swift discovery of the community surrounding a given node without having to extract all the communities out of a graph.,human,2003,arXiv.org,10.1140/epjb/e2004-00125-x,https://www.semanticscholar.org/paper/1aa06d23a40745a4d4ee8b900173b179fb548d49
e424e699362dbb6eb2acd16efdeb01ca0b2b44cb,computer science,Knowledge Management and Organizational Learning,"This volume provides a comprehensive examination of knowledge management (KM) and organizational learning (OL), presenting current research, theoretical developments, and practical applications in the field. Through contributions from leading scholars, the book explores foundational concepts such as the distinction between knowledge management and the management of knowledge, the transformation of tacit to organizational knowledge, and the role of organizational routines in knowledge creation and storage. It addresses key issues including knowledge diffusion, the challenges of transferring tacit knowledge, the enabling role of information technology, and the integration of KM systems. The volume also investigates applications such as virtual communities of practice, open innovation, and strategies for overcoming the digital divide. Measurement and evaluation frameworks for KM effectiveness are discussed alongside approaches to valuing knowledge within virtual communities. Finally, the book examines the interplay between organizational knowledge capabilities, learning processes, performance across cultures, and sustainability. By integrating diverse perspectives and empirical findings, this collection advances understanding of how organizations can effectively manage knowledge and foster continuous learning to enhance performance and adaptability in dynamic environments.",machine,2012,,10.1142/9789814271233_0008,https://www.semanticscholar.org/paper/e424e699362dbb6eb2acd16efdeb01ca0b2b44cb
1319b53ab8507ddaa020898cc4e03a8d338bccac,physics,High-Energy Astrophysics,"During a dramatic development of the field over the last decade, German groups and institutions have played central, often decisive, roles in high-energy astrophysics. Both spatially resolved and temporal studies of gamma-ray sources are conducted with unprecedented sensitivity, deciphering the physical processes in Galactic and extragalactic sources of high-energy emission, and providing new insights into fundamental physics. Radio observations of compact objects, especially black holes and neutron stars, permit exploring physics under extreme conditions and testing for fundamental properties such as the existence of event horizons around black holes. Observations of ultra-high energy cosmic rays provide information on particle acceleration at the highest energy. The first detection in 2013 of cosmic high-energy neutrinos was named the Physics World breakthrough of the year.",human,2009,Undergraduate Lecture Notes in Physics,10.5860/choice.47-0244,https://www.semanticscholar.org/paper/1319b53ab8507ddaa020898cc4e03a8d338bccac
11c9cd271caab60db0ff33e6e6ee9625fbb43460,biology,Systems biology and genomics of breast cancer.,"It is now accepted that breast cancer is not a single disease, but instead it is composed of a spectrum of tumor subtypes with distinct cellular origins, somatic changes, and etiologies. Gene expression profiling using DNA microarrays has contributed significantly to our understanding of the molecular heterogeneity of breast tumor formation, progression, and recurrence. For example, at least two clinical diagnostic assays exist (i.e., OncotypeDX RS and Mammaprint®) that are able to predict outcome in patients using patterns of gene expression and predetermined mathematical algorithms. In addition, a new molecular taxonomy based upon the inherent, or 'intrinsic,' biology of breast tumors has been developed; this taxonomy is called the 'intrinsic subtypes of breast cancer,' which now identifies five distinct tumor types and a normal breast-like group. Importantly, the intrinsic subtypes of breast cancer predict patient relapse, overall survival, and response to endocrine and chemotherapy regimens. Thus, most of the clinical behavior of a breast tumor is already written in its subtype profile. Here, we describe the discovery and basic biology of the intrinsic subtypes of breast cancer, and detail how this interacts with underlying genetic alternations, response to therapy, and the metastatic process.",human,2011,Cold Spring Harbor Perspectives in Biology,10.1101/cshperspect.a003293,https://www.semanticscholar.org/paper/11c9cd271caab60db0ff33e6e6ee9625fbb43460
1837ddcb2e0a556b7f111a87bd180732da854900,economics,Economics and the Modern Economic Historian,"I reflect on the role of modern economic history in economics. I document a substantial increase in the percentage of papers devoted to economic history in the top-5 economic journals over the last few decades. I discuss how the study of the past has contributed to economics by providing ground to test economic theory, improve economic policy, understand economic mechanisms, and answer big economic questions. Recent graduates in economic history appear to have roughly similar prospects to those of other economists in the economics job market. I speculate how the increase in availability of high quality micro level historical data, the decline in costs of digitizing data, and the use of computationally intensive methods to convert large-scale qualitative information into quantitative data might transform economic history in the future.",human,2015,,10.1017/S0022050715001667,https://www.semanticscholar.org/paper/1837ddcb2e0a556b7f111a87bd180732da854900
fc00cf7afd7b3fc4a6fad4c4ba8bc20b64ae5c07,physics,Shape-controlled synthesis of metal nanocrystals: simple chemistry meets complex physics?,"The shape-controlled synthesis of metal nanocrystals has emerged as a critical area at the intersection of chemistry and physics, enabling precise manipulation of nanocrystal properties for diverse applications. This review comprehensively examines recent advances in solution-phase methods for producing metal nanocrystals with well-defined shapes, highlighting the underlying principles of nucleation and growth, the influence of experimental parameters, and the role of capping agents and seed structures in dictating final morphologies. The discussion emphasizes how subtle changes in reaction conditions can lead to a wide variety of nanocrystal shapes, departing from equilibrium forms predicted by classical models such as Wulff’s theorem. By surveying reproducible and controllable synthetic protocols, the article elucidates the complex interplay between simple chemical reactions and the intricate physical mechanisms governing shape evolution. The review also explores key applications enabled by shape-controlled metal nanocrystals in catalysis, sensing, imaging, and medicine, and concludes with perspectives on current challenges and future research directions toward deeper mechanistic understanding and expanded synthetic capabilities.",machine,2009,Angewandte Chemie,10.1002/anie.200802248,https://www.semanticscholar.org/paper/fc00cf7afd7b3fc4a6fad4c4ba8bc20b64ae5c07
b8de4c33fa066080fd772de4493ca851a526e2ea,materials science,Anomalous small-angle X-ray scattering in materials science,"After the exploratory studies of the 1980s, anomalous small-angle X-ray scattering (ASAXS) is now a mature technique to disentangle complex subjects in materials science: this is illustrated through selected examples.",human,2003,,10.1107/S0021889803000542,https://www.semanticscholar.org/paper/b8de4c33fa066080fd772de4493ca851a526e2ea
6d76f6a59254fa862d0dba9c4ebb163a7531b3dd,physics,"Models of Wave-function Collapse, Underlying Theories, and Experimental Tests","We describe the state of the art in preparing, manipulating and detecting coherent molecular matter. We focus on experimental methods for handling the quantum motion of compound systems from diatomic molecules to clusters or biomolecules. Molecular quantum optics offers many challenges and innovative prospects: already the combination of two atoms into one molecule takes several well-established methods from atomic physics, such as for instance laser cooling, to their limits. The enormous internal complexity that arises when hundreds or thousands of atoms are bound in a single organic molecule, cluster or nanocrystal provides a richness that can only be tackled by combining methods from atomic physics, chemistry, cluster physics, nanotechnology and the life sciences. We review various molecular beam sources and their suitability for matter-wave experiments. We discuss numerous molecular detection schemes and give an overview over diffraction and interference experiments that have already been performed with molecules or clusters. Applications of de Broglie studies with composite systems range from fundamental tests of physics up to quantum-enhanced metrology in physical chemistry, biophysics and the surface sciences. Nanoparticle quantum optics is a growing field, which will intrigue researchers still for many years to come. This review can, therefore, only be a snapshot of a very dynamical process.",human,2012,,10.1103/RevModPhys.85.471,https://www.semanticscholar.org/paper/6d76f6a59254fa862d0dba9c4ebb163a7531b3dd
286c522fdf916733b283be1ab8b0403fa28319e3,biology,All biology is computational biology,"Here, I argue that computational thinking and techniques are so central to the quest of understanding life that today all biology is computational biology. Computational biology brings order into our understanding of life, it makes biological concepts rigorous and testable, and it provides a reference map that holds together individual insights. The next modern synthesis in biology will be driven by mathematical, statistical, and computational methods being absorbed into mainstream biological training, turning biology into a quantitative science.",human,2017,PLoS Biology,10.1371/journal.pbio.2002050,https://www.semanticscholar.org/paper/286c522fdf916733b283be1ab8b0403fa28319e3
539dbb218dabc9fbe86fcac304522e2c95c8b429,engineering,Preliminary Guidelines for Empirical Research in Software Engineering,"Empirical software engineering research needs research guidelines to improve the research and reporting processes. We propose a preliminary set of research guidelines aimed at stimulating discussion among software researchers. They are based on a review of research guidelines developed for medical researchers and on our own experience in doing and reviewing software engineering research. The guidelines are intended to assist researchers, reviewers, and meta-analysts in designing, conducting, and evaluating empirical studies. Editorial boards of software engineering journals may wish to use our recommendations as a basis for developing guidelines for reviewers and for framing policies for dealing with the design, data collection, and analysis and reporting of empirical studies.",human,2002,IEEE Trans. Software Eng.,10.1109/TSE.2002.1027796,https://www.semanticscholar.org/paper/539dbb218dabc9fbe86fcac304522e2c95c8b429
ee774bc5892de139bd7a915fd51515f5da9a29a5,medicine,The incidence of diagnostic error in medicine,"Diagnostic errors represent a significant and underappreciated source of patient harm in medicine, with research indicating that diagnoses are incorrect or delayed in approximately 10–15% of cases. This narrative review synthesizes evidence from multiple research methodologies—including autopsy studies, patient and provider surveys, standardized patient encounters, second reviews in visual specialties, diagnostic testing audits, malpractice claim analyses, case reviews, and voluntary reporting systems—to estimate the incidence of diagnostic error. Each approach offers unique insights but also presents methodological limitations that hinder precise measurement of error rates in routine clinical practice. Autopsy studies consistently reveal major diagnostic discrepancies in 10–20% of cases, while standardized patient studies and provider surveys corroborate similar rates of diagnostic inaccuracy. Malpractice data further highlight diagnostic error as the leading cause of paid claims. The lack of a unified, robust method for measuring diagnostic errors impedes efforts to quantify their true incidence and associated harm. The review identifies promising strategies for advancing measurement—including trigger tools in electronic health records, standardized patients, and enhanced voluntary reporting—and underscores the urgent need for accurate data to drive quality improvement initiatives targeting diagnostic safety.",machine,2013,BMJ Quality & Safety,10.1136/bmjqs-2012-001615,https://www.semanticscholar.org/paper/ee774bc5892de139bd7a915fd51515f5da9a29a5
77df1c2fe62099367f2f3537400dbd139764a767,engineering,Floquet Engineering of Quantum Materials,"Floquet engineering, the control of quantum systems using periodic driving, is an old concept in condensed matter physics dating back to ideas such as the inverse Faraday effect. However, there is a renewed interest in this concept owing to ( a) the rapid developments in laser and ultrafast spectroscopy techniques, ( b) discovery and understanding of various “quantum materials” hosting interesting exotic quantum properties, and ( c) communication with different areas of physics such as artificial matter and nonequilibrium quantum statistical physics. Here, starting from a nontechnical introduction with emphasis on the Floquet picture and effective Hamiltonians, we review the recent applications of Floquet engineering in ultrafast, nonlinear phenomena in the solid state. In particular, Floquet topological states and their application to ultrafast spintronics and strongly correlated electron systems are overviewed.",human,2018,Annual Review of Condensed Matter Physics,10.1146/annurev-conmatphys-031218-013423,https://www.semanticscholar.org/paper/77df1c2fe62099367f2f3537400dbd139764a767
ee774bc5892de139bd7a915fd51515f5da9a29a5,medicine,The incidence of diagnostic error in medicine,"A wide variety of research studies suggest that breakdowns in the diagnostic process result in a staggering toll of harm and patient deaths. These include autopsy studies, case reviews, surveys of patient and physicians, voluntary reporting systems, using standardised patients, second reviews, diagnostic testing audits and closed claims reviews. Although these different approaches provide important information and unique insights regarding diagnostic errors, each has limitations and none is well suited to establishing the incidence of diagnostic error in actual practice, or the aggregate rate of error and harm. We argue that being able to measure the incidence of diagnostic error is essential to enable research studies on diagnostic error, and to initiate quality improvement projects aimed at reducing the risk of error and harm. Three approaches appear most promising in this regard: (1) using ‘trigger tools’ to identify from electronic health records cases at high risk for diagnostic error; (2) using standardised patients (secret shoppers) to study the rate of error in practice; (3) encouraging both patients and physicians to voluntarily report errors they encounter, and facilitating this process.",human,2013,BMJ Quality & Safety,10.1136/bmjqs-2012-001615,https://www.semanticscholar.org/paper/ee774bc5892de139bd7a915fd51515f5da9a29a5
61b045ccaf872af79d2d7baccb61fd768c8a71a6,computer science,The iPlant Collaborative: Cyberinfrastructure for Plant Biology,"The iPlant Collaborative is a National Science Foundation-funded initiative designed to develop a comprehensive cyberinfrastructure that addresses the computational and data integration needs of the plant biology research community. By leveraging advances in high-performance computing, large-scale data storage, and open-source software, iPlant provides a sustainable and extensible platform that enables researchers from diverse disciplines to collaborate, integrate analytical tools, and manage complex datasets. The platform supports a wide range of users, from students to computational experts, facilitating cross-disciplinary research and training while promoting reproducibility and experimental verifiability. Through community-driven workshops and APIs for tool integration, iPlant empowers plant scientists to tackle Grand Challenges in agriculture, ecology, and bioenergy by enabling efficient analysis of genomic, phenotypic, and environmental data. This article reviews the design principles, implementation strategies, and anticipated impacts of the iPlant cyberinfrastructure on advancing plant biology research and education.",machine,2011,Frontiers in Plant Science,10.3389/fpls.2011.00034,https://www.semanticscholar.org/paper/61b045ccaf872af79d2d7baccb61fd768c8a71a6
06e1707429a41eb140ac90de8681e5c76dde326c,business,Flexibility and Resilience in Corporate Decision Making: A New Sustainability-Based Risk Management System in Uncertain Times,"This study addresses the growing need for integrated approaches to risk management and sustainability in corporate decision-making, particularly in the context of heightened uncertainty exemplified by crises such as the COVID-19 pandemic. Through a hybrid analytical and empirical methodology, the research develops a novel interpretative framework that connects risk management systems with sustainability management, drawing on economic hermeneutics to enhance organizational flexibility and resilience. The paper constructs a theoretical model linking risk and sustainability, and proposes an operational multidimensional risk assessment framework applicable at business, sectoral, and systemic levels. Empirical validation using a case study from the ceramics industry demonstrates the model's utility in both retrospective and prospective scenario analysis. The findings highlight the importance of integrating technical and strategic perspectives in risk management to support sustainable development goals, offering organizations a competitive lever for sustainable growth in volatile environments.",machine,2021,Global Journal of Flexible Systems Management,10.1007/s40171-021-00277-7,https://www.semanticscholar.org/paper/06e1707429a41eb140ac90de8681e5c76dde326c
c0e44a22214fc2a113a5ce39e2376c1610363dcf,physics,Strong coupling between surface plasmon polaritons and emitters: a review,"This review provides a comprehensive overview of the strong coupling phenomenon between surface plasmon polaritons (SPPs) and quantum emitters, such as excitons in J-aggregates, dye molecules, and quantum dots. The article introduces the fundamental physics underlying SPPs and strong coupling, using the coupled harmonic oscillator model to elucidate how hybrid light-matter states emerge when the interaction strength exceeds relevant energy scales, leading to observable effects like Rabi splitting. A historical perspective is offered alongside a detailed discussion of recent experimental advances that demonstrate strong coupling in various plasmonic systems. Theoretical approaches are critically compared across classical, semi-classical, and fully quantum mechanical frameworks, highlighting their applicability and limitations in describing strong coupling phenomena. The review concludes by outlining future directions for the field, emphasizing its potential to enable novel quantum optical systems and impact a broad range of scientific disciplines through advances in nanofabrication and photonic engineering.",machine,2014,Reports on progress in physics. Physical Society,10.1088/0034-4885/78/1/013901,https://www.semanticscholar.org/paper/c0e44a22214fc2a113a5ce39e2376c1610363dcf
a7f315038817f4d0697d86796bbfe69d11e33f9c,computer science,A Review on Machine Learning Algorithms,"This paper presents a comprehensive review of machine learning algorithms, highlighting their foundational principles, methodologies, and applications. Machine learning, a subset of artificial intelligence, enables computer systems to learn from data and make predictions or decisions without explicit programming. The paper discusses the essential steps in a typical machine learning process, including data collection, model training, and prediction. It categorizes machine learning algorithms into supervised, unsupervised, semi-supervised, and reinforcement learning approaches, detailing key techniques such as linear regression, logistic regression, decision trees, random forests, support vector machines, k-nearest neighbors, k-means clustering, neural networks, and principal component analysis. The review emphasizes the importance of selecting appropriate algorithms based on data characteristics and problem requirements. It also outlines the advantages of machine learning in automating complex tasks and extracting meaningful patterns from large datasets. This overview serves as a valuable resource for understanding the diversity and practical significance of machine learning algorithms in modern computational tasks.",machine,2019,International Journal for Research in Applied Science and Engineering Technology,10.22214/ijraset.2019.6138,https://www.semanticscholar.org/paper/a7f315038817f4d0697d86796bbfe69d11e33f9c
934df43958f3671b56fa77b38a9bc5de161b5964,education,Fresh perspectives on TPACK: pre-service teachers’ own appraisal of their challenging and confident TPACK areas,"This study extends existing research on pre-service teachers’ Technological Pedagogical Content Knowledge (TPACK) by examining their self-identified areas of confidence and challenge through analysis of lesson plans with integrated technology. Eighty-six first-year pre-service teachers from a Finnish university outlined their confident and challenging TPACK areas within these plans, which were then analyzed quantitatively using the TPACK framework. Results reveal that pedagogical knowledge (PK) emerged as both the most confidently cited and most frequently mentioned challenging area, underscoring its centrality in early TPACK development. Other TPACK domains, such as technological knowledge (TK), pedagogical content knowledge (PCK), and technological pedagogical knowledge (TPK), were also identified as sources of both confidence and difficulty. The findings highlight the nuanced ways pre-service teachers perceive their readiness to integrate ICT in education and suggest that targeted support for specific pedagogical aspects may be critical for advancing TPACK in teacher education programs.",machine,2020,Education and Information Technologies : Official Journal of the IFIP technical committee on Education,10.1007/s10639-019-10092-4,https://www.semanticscholar.org/paper/934df43958f3671b56fa77b38a9bc5de161b5964
736da07c6ae341eb5f8aa4c5aa15ce52f35b4154,biology,Bright ideas for chemical biology.,"Small-molecule fluorescent probes are fundamental tools in chemical biology, enabling the visualization and interrogation of diverse biochemical and biological processes. Despite the vast number of available probes, most are derived from a limited set of modular core fluorophores that can be chemically tailored for specific applications. This review surveys the major classes of small-molecule fluorophores, examining their chemical structures, photophysical properties, and practical considerations for probe selection and design. Historical developments, including the origins of fluorescence and the evolution of synthetic dyes, are discussed alongside contemporary advances such as quantum dots and fluorescent proteins. The review highlights how understanding the strengths, limitations, and optimal uses of each dye class empowers researchers to leverage fluorescence-based technologies for innovative studies in chemical biology.",machine,2008,ACS Chemical Biology,10.1021/cb700248m,https://www.semanticscholar.org/paper/736da07c6ae341eb5f8aa4c5aa15ce52f35b4154
58326beb9617fc19e1f056145340f9ec8b32b58b,biology,Electrostatic correlations: from plasma to biology,"Electrostatic correlations are fundamental to the behavior of a wide range of systems, from classical plasmas and polar fluids to charged colloidal suspensions and biological macromolecules. This paper reviews the thermodynamic consequences of electrostatic correlations, emphasizing their role in phenomena such as phase transitions, charge renormalization, screening, charge inversion, and like-charge attraction. Through the analysis of simple models—including the Debye-Hückel theory and extensions—the review demonstrates how electrostatic correlations drive complex behaviors that are not captured by mean-field or perturbative approaches, especially in systems with strong coupling or asymmetry. The discussion encompasses electrolyte solutions, two-dimensional plasmas, colloidal systems, polyelectrolyte solutions with multivalent counterions, and biological assemblies such as DNA and cytoskeletal structures. By highlighting both the successes and limitations of various theoretical frameworks, the paper underscores the necessity of accounting for electrostatic correlations to accurately describe the structure, stability, and phase behavior of soft matter and biological systems.",machine,2002,,10.1088/0034-4885/65/11/201,https://www.semanticscholar.org/paper/58326beb9617fc19e1f056145340f9ec8b32b58b
09ae8a9b67b5d1e85f4ec709f13c9bb4704211c7,environmental science,Reducing food’s environmental impacts through producers and consumers,"Food production is a major driver of global environmental degradation, yet its impacts are highly heterogeneous across producers and products. This study consolidates data from 38,700 farms and 1,600 processors, packaging types, and retailers worldwide to assess five key environmental indicators—greenhouse gas emissions, land use, freshwater withdrawals, acidification, and eutrophication—across 40 major food products. Results reveal that environmental impacts can vary more than 50-fold among producers of the same product, highlighting significant opportunities for mitigation. However, reducing impacts is complicated by trade-offs between indicators and diverse pathways to low-impact production. Notably, even the lowest-impact animal products generally exceed the environmental burdens of plant-based alternatives, underscoring the potential of dietary change to reduce food’s environmental footprint. The findings support a flexible approach in which producers monitor and manage their own impacts using multiple practices and transparently communicate these impacts to consumers to drive systemic improvements throughout the food supply chain.",machine,2018,Science,10.1126/science.aaq0216,https://www.semanticscholar.org/paper/09ae8a9b67b5d1e85f4ec709f13c9bb4704211c7
bc5c36e5ac6b5894acaafb00e7869a6a3b08ec16,engineering,Tumor engineering: the other face of tissue engineering.,"Advances in tissue engineering have been accomplished for years by employing biomimetic strategies to provide cells with aspects of their original microenvironment necessary to reconstitute a unit of both form and function for a given tissue. We believe that the most critical hallmark of cancer is loss of integration of architecture and function; thus, it stands to reason that similar strategies could be employed to understand tumor biology. In this commentary, we discuss work contributed by Fischbach-Teschl and colleagues to this special issue of Tissue Engineering in the context of 'tumor engineering', that is, the construction of complex cell culture models that recapitulate aspects of the in vivo tumor microenvironment to study the dynamics of tumor development, progression, and therapy on multiple scales. We provide examples of fundamental questions that could be answered by developing such models, and encourage the continued collaboration between physical scientists and life scientists not only for regenerative purposes, but also to unravel the complexity that is the tumor microenvironment.",human,2010,Tissue Engineering. Part A,10.1089/ten.TEA.2010.0135,https://www.semanticscholar.org/paper/bc5c36e5ac6b5894acaafb00e7869a6a3b08ec16
b49ca782a7c16ca66345ccc8c73beabb6bf2ce92,chemistry,Quantum computational chemistry,"Quantum computational chemistry is an emerging interdisciplinary field at the intersection of quantum computing and computational chemistry, aiming to leverage quantum algorithms and hardware to solve classically intractable chemical problems. This review provides a comprehensive introduction to both foundational areas, with a particular focus on the electronic structure problem, which underpins predictions of chemical reactivity, stability, and properties. The article surveys key developments in mapping chemical systems onto quantum computers using first and second quantization methods, discusses major quantum algorithms such as quantum phase estimation and variational approaches, and examines strategies for reducing quantum resource requirements and mitigating errors in near-term devices. Illustrative examples demonstrate how these methods are applied to representative molecular systems. The review concludes with a discussion of current limitations, resource estimates for future quantum simulations, and an outlook on the potential impact of quantum computational chemistry in advancing scientific discovery and industrial applications.",machine,2018,Reviews of Modern Physics,10.1103/RevModPhys.92.015003,https://www.semanticscholar.org/paper/b49ca782a7c16ca66345ccc8c73beabb6bf2ce92
f830d799f75659faed3b2e017708de3d06487875,biology,Gold nanoparticles for biology and medicine.,"Gold colloids have fascinated scientists for over a century and are now heavily utilized in chemistry, biology, engineering, and medicine. Today these materials can be synthesized reproducibly, modified with seemingly limitless chemical functional groups, and, in certain cases, characterized with atomic-level precision. This Review highlights recent advances in the synthesis, bioconjugation, and cellular uses of gold nanoconjugates. There are now many examples of highly sensitive and selective assays based upon gold nanoconjugates. In recent years, focus has turned to therapeutic possibilities for such materials. Structures which behave as gene-regulating agents, drug carriers, imaging agents, and photoresponsive therapeutics have been developed and studied in the context of cells and many debilitating diseases. These structures are not simply chosen as alternatives to molecule-based systems, but rather for their new physical and chemical properties, which confer substantive advantages in cellular and medical applications.",human,2010,Angewandte Chemie,10.1002/anie.200904359,https://www.semanticscholar.org/paper/f830d799f75659faed3b2e017708de3d06487875
