TEXT;LANGUAGE;DOMAIN;CLASS;SYSTEM;;
– Se reitera la importancia del aspecto visual en las marcas que protegen prendas de vestir y similares en la clase 25, ya que permite al público identificar fácilmente la marca que desea comprar.;ES;LEGAL;MACHINE;GOOGLE;;
Los ambientadores pertenecen a la sección de «hogar», mientras que las colonias y los perfumes se incluyen en la sección de «perfumería y cuidado personal».  El solicitante señala que los productos para purificar el aire pertenecen a la clase 5 de la Clasificación de Niza de Productos y Servicios, lo que descarta cualquier similitud con los productos solicitados en la clase 3.  Dado que el solicitante ya posee varias marcas que contienen la palabra AROM, la marca solicitada es débil, lo que reduce aún más el riesgo de confusión entre los signos en conflicto, entre los cuales también existen diferencias fonéticas.;ES;LEGAL;MACHINE;GOOGLE;;
Teniendo en cuenta que la marca anterior tiene un grado normal de carácter distintivo, las marcas son obviamente suficientemente distintas y diferentes en conjunto como para que sea posible que coexistan en el mercado.;ES;LEGAL;MACHINE;GOOGLE;;
"Clase 16: Publicaciones, libros, revistas, periódicos; productos de imprenta; materiales de imprenta (no incluidos en otras clases).";ES;LEGAL;MACHINE;GOOGLE;;
"Clase 44: Pruebas audiológicas; pruebas de audición y ajuste de aparatos para el tratamiento de la sordera.";ES;LEGAL;MACHINE;GOOGLE;;
Riesgo de confusión con la marca española anterior nº 340 766 según el artículo 8, apartado 1, letra b), del RMC 22 De conformidad con el artículo 8, apartado 1, letra b) del RMC, no se registrará una marca solicitada si, debido a su identidad o similitud con una marca anterior y a la identidad o similitud de los productos o servicios designados por ambas marcas, existe riesgo de confusión por parte del público en el territorio en el que la marca anterior está protegida.;ES;LEGAL;MACHINE;GOOGLE;;
La marca solicitada también abarca los servicios relacionados con la distribución de esas mismas bebidas.;ES;LEGAL;MACHINE;GOOGLE;;
Cuanto menos distintivos sean, menor será el peso que se les debe atribuir y, viceversa, cuanto más distintivo sea el signo anterior, mayor será el riesgo de confusión (véanse, a este respecto, en particular, la sentencia «Sabèl», apartados 23 y 24, y la resolución de 3 de junio de 2003, asunto R 150/2002-2 – VISIONMAX/VISIONLAB, apartado 18).;ES;LEGAL;MACHINE;GOOGLE;;
Por lo tanto, la similitud visual es muy limitada.;ES;LEGAL;MACHINE;GOOGLE;;
Admite el recurso del solicitante, anulando la decisión impugnada.;ES;LEGAL;MACHINE;GOOGLE;;
Por tanto, se consideran idénticos.  Los servicios controvertidos de «cirugía plástica» están incluidos en la categoría más amplia de «servicios médicos» de la oponente.;ES;LEGAL;MACHINE;GOOGLE;;
"Esta observación es válida también respecto al consumidor final, quien, según la jurisprudencia antes mencionada, es razonablemente atento y perspicaz y, en consecuencia, suele centrarse en la información facilitada sobre los productos alimenticios (véase la resolución de las Salas de Recurso de 14 de noviembre de 2012, R 2589/2011-1, 'Goldstück (MARCA FIGURATIVA)/GOLDSTEIG', apartado 20, y de 30 de enero de 2013, R 1794/2011-1, 'MEKKAFOOD Gold (MARCA FIGURATIVA)/MEICA', apartado 29; también, sentencia de 22.06.1999, C-342/97, Lloyd Schuhfabrik, EU:C:1999:323, § 26). 17 Los servicios en cuestión se refieren a la comercialización –es decir, la venta, publicidad, promoción y exhibición para terceros– de bebidas alcohólicas y no alcohólicas.";ES;LEGAL;MACHINE;GOOGLE;;
Además, teniendo en cuenta que los productos y servicios de que se trata se refieren al ámbito clínico, el público al que se dirigen es tanto el consumidor medio español, en particular los pacientes, como el personal profesional.;ES;LEGAL;MACHINE;GOOGLE;;
Por tanto, el público español asocia esa palabra a dichos conceptos y no a una marca concreta, a menos que dicha palabra se sitúe en un contexto específico (ej. turrones y dulces).;ES;LEGAL;MACHINE;GOOGLE;;
En cuanto al término «PASTELERÍA» de la marca controvertida, teniendo en cuenta que los productos y servicios en cuestión se refieren a pasteles, dicho término es débil en relación con los productos y servicios controvertidos.;ES;LEGAL;MACHINE;GOOGLE;;
La Oficina entiende, no obstante, que la oposición también se basa en el riesgo de confusión de conformidad con el artículo 8(1)(b) del RMC.  Los productos solicitados en la clase 16 son en parte idénticos, en parte similares y en parte diferentes de los productos anteriores de la misma clase.;ES;LEGAL;MACHINE;GOOGLE;;
Condenar a la demandante a abonar los costes de representación de la oponente en el procedimiento de apelación por un importe de 550 EUR.;ES;LEGAL;MACHINE;GOOGLE;;
Desde el punto de vista visual, la marca anterior comprende un fondo ovalado negro con un borde blanco más grueso que en la otra marca anterior, rodeado por una línea negra que contiene las palabras MANASUL ORO, en dos líneas diferentes y en letras blancas, mientras que la marca solicitada -LINEASUL- tiene letras negras, en mayúsculas, sin más adornos.;ES;LEGAL;MACHINE;GOOGLE;;
Todos los comercios con este tipo de aparatos ofrecen un servicio técnico postventa e incluso servicios de mantenimiento y administración de red, lo que afecta directamente a los servicios prestados por servidores que dan acceso a Internet y a los servicios de diseño de sitios web.;ES;LEGAL;MACHINE;GOOGLE;;
Los servicios de la clase 41 protegidos por los derechos anteriores comprenden esencialmente los servicios prestados por particulares o instituciones para desarrollar las facultades mentales de los seres humanos o de los animales, es decir, el desarrollo o la mejora de las facultades intelectuales y la acción y el impacto de la formación o la educación, además de los servicios destinados a divertir o entretener.;ES;LEGAL;MACHINE;GOOGLE;;
La solicitud deberá expresar los motivos en que se funda y exponer los hechos en que se apoya.;ES;LEGAL;MACHINE;GOOGLE;;
No puede establecerse que la solicitante de nulidad haya dado su consentimiento.;ES;LEGAL;MACHINE;GOOGLE;;
Sin embargo, la palabra MANGO es perfectamente legible en la marca anterior y ese hecho apoya la opinión de que, aunque la similitud visual entre los signos es limitada en términos de la impresión visual general, es suficientemente perceptible para ser percibida por el público relevante.;ES;LEGAL;MACHINE;GOOGLE;;
La Sala considera que el solicitante ha mencionado la coexistencia entre las marcas por primera vez específicamente en el último intercambio procesal, cuando la otra parte no puede presentar ninguna observación al respecto.;ES;LEGAL;MACHINE;GOOGLE;;
Los consumidores también tienen el derecho correlativo a recibir dicha información comercial veraz. 14 La decisión impugnada, según los diccionarios de renombre citados, atribuye a la marca solicitada, «FERIASVIRTUALES», el significado de exposiciones comerciales que poseen esos rasgos de «virtualidad», en la medida en que no existen materialmente en forma tangible, sino que se muestran, por ejemplo, por medios informáticos, con la insinuación de la realidad.;ES;LEGAL;MACHINE;GOOGLE;;
En composiciones como la del presente caso, el orden funcional de los componentes es fijo: el determinante precede al sustantivo que determina.;ES;LEGAL;MACHINE;GOOGLE;;
LA OFICINA DEL MERCADO INTERIOR (MARCAS Y DISEÑOS DE ARMONIZACIÓN) EN Las Salas de Recurso;ES;LEGAL;MACHINE;GOOGLE;;
Los argumentos expuestos en dicha decisión pueden resumirse de la siguiente manera: - La traducción literal del término «LEHENDAKARI» es presidente.;ES;LEGAL;MACHINE;GOOGLE;;
Motivos Admisibilidad del recurso 14 De conformidad con el artículo 60 del RMC, el recurso contra una resolución debe presentarse por escrito ante la Oficina en el plazo de dos meses a partir de la fecha de notificación de la resolución recurrida.;ES;LEGAL;MACHINE;GOOGLE;;
 – En respuesta al titular, la demandante manifiesta que la prueba aportada por el titular no acredita el uso de la marca sino simplemente la utilización de la técnica empleada en el modernismo catalán conocida como trencadís (mosaico) y popularizada por el arquitecto Antoni Gaudí.;ES;LEGAL;MACHINE;GOOGLE;;
 En consecuencia, el mosaico que figura en el signo responde a las características que son inherentes a un mosaico según la definición del Diccionario de la lengua española: 'se dice de la obra taraceada de piedras o vidrios, generalmente de varios colores' (www.rae.es).;ES;LEGAL;MACHINE;GOOGLE;;
Artículo 8(1)(b) Público pertinente y territorio 31 Dado que la marca anterior es una marca comunitaria, el territorio pertinente es la Unión Europea.;ES;LEGAL;MACHINE;GOOGLE;;
Dado que la División de Oposición no puede examinar de oficio en detalle la amplia categoría de servicios de la solicitante, se considera que los servicios controvertidos son idénticos.  Se considera que los servicios controvertidos de «venta al por menor de expositores de todo tipo» son muy similares a los servicios de la oponente de «venta al por menor con fines comerciales de estanterías metálicas».;ES;LEGAL;MACHINE;GOOGLE;;
La adición de la expresión «CASAS DE» en la marca solicitada no disimula el hecho de que existe una evidente similitud fonética entre los signos. 33 Los signos comparados incluyen el mismo concepto, el de una persona, FERNANDO ALONSO, por su nombre y apellidos.;ES;LEGAL;MACHINE;GOOGLE;;
Su razonamiento puede resumirse así: – La marca incluye las palabras «Be Green!»;ES;LEGAL;MACHINE;GOOGLE;;
Resumen de los hechos 1 Mediante solicitud de 9 de marzo de 2010, Jafer Limited («la recurrente») solicitó el registro de la marca denominativa:;ES;LEGAL;MACHINE;GOOGLE;;
Esa industria produce una amplia gama de medicamentos con diversas indicaciones terapéuticas y los consumidores son conscientes de ello.;ES;LEGAL;MACHINE;GOOGLE;;
"Asimismo, en el asunto T-273/10, el Tribunal General reconoció carácter distintivo a otra marca, titularidad del titular del registro internacional, que incluye el nombre «OLIVE LINE» y que abarca productos de la clase 3. ‒A pesar de que su función pueda percibirse como ornamental, los componentes figurativos confieren también cierto grado de carácter distintivo al signo solicitado. ‒Ninguno de dichos componentes es común a todas las demás aceiteras; por tanto, contribuyen a diferenciar considerablemente la marca del titular de otros recipientes utilizados en el sector.";ES;LEGAL;MACHINE;GOOGLE;;
10 Los argumentos expuestos en respuesta al recurso pueden resumirse en lo siguiente: – En cuanto a la declaración de inadmisibilidad de los documentos recibidos fuera de plazo, la Oficina no es un órgano administrativo español, sino un organismo de la Unión, y no está sujeta a la normativa española.;ES;LEGAL;MACHINE;GOOGLE;;
"El riesgo de confusión debe apreciarse globalmente, teniendo en cuenta todos los factores pertinentes a las circunstancias del caso (véanse las sentencias de 11 de noviembre de 1997, C-251/95, «Sabèl», apartado 22; de 29 de septiembre de 1998, C-39/97, «Canon», apartado 16; y de 22 de junio de 1999, C-342/97, «Lloyd Schuhfabrik», apartado 18). 14 Los productos controvertidos de la clase 9 se dirigen tanto al público en general como al público profesional con conocimientos en el ámbito de la electricidad.";ES;LEGAL;MACHINE;GOOGLE;;
Renombre de la marca oponente 17 Con carácter preliminar, debe observarse que no se cuestiona el renombre de la marca anterior «CAMPOFRÍO» en España, ya que dicho renombre es reconocido por la solicitante (véase, por ejemplo, la página 17 de los motivos del recurso). 18 El artículo 8, apartado 5, del RMC no define el «renombre».;ES;LEGAL;MACHINE;GOOGLE;;
La Junta considera que la casa solariega no es un elemento que produzca un impacto visual especial, ya que este tipo de casas aparecen en las etiquetas de los vinos con relativa frecuencia.;ES;LEGAL;MACHINE;GOOGLE;;
"Teniendo en cuenta las consideraciones anteriores, la División de Oposición consideró que existía un grado medio de similitud visual. 30 Además de no evaluar las restantes diferencias visuales (tipo de letra, color, forma del vaso de la Y de la marca impugnada con su rodaja de limón), la División de Oposición no evaluó en esta fase de la apreciación de la similitud visual la diferente relevancia de los elementos similares y diferentes y diseccionó incorrectamente los elementos denominativos de las marcas, puesto que no tuvo en cuenta desde el principio el posible significado de los términos que componen las marcas. 31 El examen del significado como tal (que no incluye, por sí mismo, la comparación conceptual, puesto que cada marca se analiza sucesivamente) no debe relegarse y realizarse tras el examen de las similitudes visuales y fonéticas, sino que debe realizarse metódicamente con anterioridad, puesto que constituye un paso previo necesario para identificar y determinar la diferente relevancia de los distintos componentes de las marcas, ya sean dominantes o accesorios, en razón de su carácter distintivo y de su posición (tamaño e importancia relativa) en la estructura de las marcas (véanse, en este sentido, en particular, las sentencias del Tribunal de Justicia de 3 de septiembre de 2010, Companhia Muller de Bebidas/OAMI («61 a nossa alegria»), T-472/08, apartados 47 a 49 y 57; de 15 de diciembre de 2010, DTL/OAMI («Solaria»), T-188/10, apartados 36 a 39; de 18 de febrero de 2011, Asunto Español T-118/07 PPTV – Publicidade de Portugal e Televisão, SA contra OAMI («PPT»), apartados 35 y ss.). 32 En este sentido, debe tenerse presente que, si bien la apreciación del carácter distintivo de la marca anterior debe realizarse tras apreciar el riesgo de confusión en su conjunto, la apreciación del carácter distintivo de los elementos de una marca compleja para determinar cuáles son dominantes y cuáles son más o menos distintivos debe realizarse en la fase previa a la apreciación de la similitud de las marcas en conflicto (véase, entre otras, la sentencia del Tribunal de Justicia de 28 de junio de 2011 en los asuntos T-475/09 a T-483/09, ATB Norte contra OAMI («Brico Center»), apartado 63). 33 En cuanto a la disección, el término Babykini puede ser percibido por el consumidor español como un compuesto de los términos Baby y kini.";ES;LEGAL;MACHINE;GOOGLE;;
Asimismo, el recurrente expresó su sorpresa por que la resolución impugnada se hubiera dictado tan sólo dos días después de que la División de Oposición hubiera enviado el escrito mediante el cual comunicaba a las partes el levantamiento de la suspensión del procedimiento, no habiendo podido el recurrente responder en relación con el motivo de dicha suspensión.;ES;LEGAL;MACHINE;GOOGLE;;
"La fecha límite fue el 7 de octubre de 2002. – El 7 de octubre de 2002, la oponente presentó los siguientes documentos para fundamentar la afirmación de que sus marcas anteriores de la clase 3 gozaban de renombre: -cinco anuncios correspondientes a lociones solares - 1998 y 1999 (Anexo 1); -dos anuncios correspondientes a lociones solares y dos anuncios correspondientes a colonias - 2000 (Anexo 2); -tres anuncios correspondientes a lociones solares y tres anuncios correspondientes a colonias - 2001 (Anexo 3); -folleto promocional de 2001 que indica que el aumento de las ventas en 2000 en comparación con 1999 fue del 49% (Anexo 4); -folleto promocional (sin fecha) que indica que la oponente tiene una participación del 56% en el segmento de colonias infantiles, del 20,1% en colonias familiares y del 52% en jabones infantiles (fuente: NIELSEN 2001).";ES;LEGAL;MACHINE;GOOGLE;;
La protección contra productos y servicios no similares es una excepción a uno de los principios fundamentales del Derecho de marcas europeo.;ES;LEGAL;MACHINE;GOOGLE;;
Sin embargo, la demandante alega, en contra de lo dispuesto en la resolución impugnada, que la letra final «E» de la marca impugnada no es muda.;ES;LEGAL;MACHINE;GOOGLE;;
La similitud de los signos se debe a las características visuales y auditivas compartidas de los signos en sus respectivos términos dominantes y distintivos 'CAPSA' y 'GAPSA', y esa impresión no queda completamente desacreditada por las diferentes primeras letras o por la presencia de elementos figurativos adicionales. 41 En consecuencia, en cuanto a la similitud visual y fonética entre las marcas en conflicto debido a las características compartidas en sus respectivos elementos distintivos y dominantes, y a la identidad y similitud entre los productos y servicios amparados por las marcas, teniendo en cuenta que los consumidores normalmente no tienen la oportunidad de hacer una comparación directa entre las marcas, sino que deben confiar en la imagen imperfecta que tienen de dichas marcas en su mente, junto con el principio de interdependencia de los factores de riesgo de confusión, la Sala considera que existe inevitablemente un riesgo de confusión entre las marcas respecto de los servicios solicitados por parte del público consumidor en su totalidad, especialmente para algunos de los RESOLUCIÓN DE 3 DE JULIO DE 2013 – R 2270/2012-2 – capsa (MARCA FIGURATIVA) / GAPSA GRUPO ARMARIOS PERSIANA (MARCA FIGURATIVA) y otros.;ES;LEGAL;MACHINE;GOOGLE;;
Por lo tanto, el público se centrará en el componente denominativo de una marca mixta para identificar el origen comercial de los productos, a menos que el componente gráfico sea particularmente distintivo o notorio (lo que no parece ser el caso en las presentes circunstancias).;ES;LEGAL;MACHINE;GOOGLE;;
Por consiguiente, debe concluirse que esta característica del signo, a la que se refiere la solicitante, tampoco es en sí misma distintiva respecto de los productos en cuestión. 20 El pespunte que aparece en la parte inferior de la pieza de cuero simplemente muestra el resultado que se produce cuando se utiliza un hilo para coser la pieza de cuero al producto.;ES;LEGAL;MACHINE;GOOGLE;;
Los Ángeles, California 90067-6241 Estados Unidos de América Demandado/Oponente representado por Elzaburu SLP, Miguel Ángel, 21, E-28010 Madrid, España RECURSO relativo al procedimiento de oposición nº B 754 517 (solicitud de marca comunitaria nº 3 504 611) LA SEGUNDA SALA DE RECURSO integrada por el Sr. T. de las Heras (Presidente y Ponente), el Sr. H.;ES;LEGAL;MACHINE;GOOGLE;;
Dado que estas marcas designan los mismos productos, el resultado será el mismo.;ES;LEGAL;MACHINE;GOOGLE;;
"Clase 10 – Productos desechables para uso durante procedimientos médicos o quirúrgicos, tales como prendas desechables utilizadas por los pacientes para protegerse contra la contaminación o infección; vendajes esterilizados; manteles, toallas, cortinas quirúrgicas diseñadas para proteger el área del paciente contra la contaminación durante las operaciones y otros artículos quirúrgicos desechables vendidos individualmente o en múltiplos como paquetes quirúrgicos diseñados para diferentes tipos de cirugía.";ES;LEGAL;MACHINE;GOOGLE;;
RECURSO relativo al procedimiento de oposición nº B 1 697 831 (solicitud de marca comunitaria nº 8 823 924);ES;LEGAL;MACHINE;GOOGLE;;
Además, en un mundo globalizado la información circula con facilidad y el público especializado que quiera ver innovación en su sector no dudará en viajar a una feria importante, incluso si eso supone salir de España.;ES;LEGAL;MACHINE;GOOGLE;;
La solicitud se presentó el 7 de octubre de 2003.;ES;LEGAL;MACHINE;GOOGLE;;
Aunque esté escrito incorrectamente, el público hispanohablante asociará este término con la idea de algo o alguien de género femenino y originario de Colombia, y por lo tanto tiene inherentemente un carácter distintivo débil a la hora de distinguir los productos en cuestión puesto que describe el origen geográfico de los mismos. 28 No obstante lo anterior, a pesar del débil carácter distintivo del término «Kolombiana» en la marca anterior, la Sala opina que, en general, dicha marca tiene inherentemente un carácter distintivo normal puesto que el signo está compuesto por otros componentes visuales y denominativos dispuestos de una manera específica. 29 El razonamiento anterior lleva a la Sala a considerar que las similitudes significativas entre los componentes «Kolombiana» y «Colombiana», la posición prominente de los mismos en ambos signos y la combinación de los mismos colores en forma de bandas horizontales como fondo de los signos determinan en gran medida la imagen imperfecta que el público tiene en su mente al querer identificar un origen comercial en los signos oponentes. 30 Combinado con el hecho de que ambas marcas designan productos idénticos, este aspecto dará lugar a un riesgo de confusión por parte del público consumidor, ya que una de las formas de dicho riesgo de confusión es el riesgo de asociación.;ES;LEGAL;MACHINE;GOOGLE;;
Cualquier ventaja o perjuicio injusto debe ser debidamente demostrado, o al menos argumentado. 7 La oponente, por su parte, solicita que se desestime el recurso y se le condenen las costas.;ES;LEGAL;MACHINE;GOOGLE;;
En primer lugar, porque, según la jurisprudencia citada a continuación, la Oficina no está vinculada por las decisiones de otras oficinas o autoridades nacionales.;ES;LEGAL;MACHINE;GOOGLE;;
Los productos cuyo uso ha demostrado la oponente se utilizan para limpiar diversas partes del cuerpo, aunque no los dientes.;ES;LEGAL;MACHINE;GOOGLE;;
Copias de etiquetas y ejemplos de embalajes, sin fecha.;ES;LEGAL;MACHINE;GOOGLE;;
Se fundamentó su renovación. k) Registro de la marca denominativa;ES;LEGAL;MACHINE;GOOGLE;;
Según alega la solicitante, la marca tridimensional es una forma de sacacorchos diferente a las de otros sacacorchos existentes y debido a la patente la solicitante ha sido la única parte facultada para fabricar y comercializar el sacacorchos con la forma protegida en las patentes y solicitada como marca.;ES;LEGAL;MACHINE;GOOGLE;;
Además, forma, al menos desde el punto de vista de los hispanohablantes, una unidad lógica, conceptual en la medida en que se refiere a una persona concreta, a un individuo.;ES;LEGAL;MACHINE;GOOGLE;;
Por consiguiente, debe denegarse el registro de un signo con arreglo a dicha disposición si al menos uno de sus posibles significados designa una característica de los productos o servicios de que se trate (véase la sentencia de 23 de octubre de 2003, C-191/01 P, «Doublemint», apartado 32). 18 De lo anterior se desprende que, para que la prohibición del artículo 7, apartado 1, letra c), del RMC se aplique a un signo, debe existir un vínculo suficientemente directo y específico entre el signo y los productos o servicios de que se trate para que el público pertinente pueda percibir inmediatamente, sin más reflexión, una descripción de los productos o servicios de que se trate o de una de sus características. 19 Como se indica en la resolución impugnada y como se desprende, además, de la documentación aportada por la demandante, la marca solicitada («GRAPHENE») consiste en un término inglés que designa un alótropo bidimensional del carbono (véase www.english.oxforddictionaries.com), y se trata, por tanto, del nombre de un material específico («grafeno» en español).;ES;LEGAL;MACHINE;GOOGLE;;
En el asunto R 744/2006-4;ES;LEGAL;MACHINE;GOOGLE;;
"Motivos 10 El recurso se ajusta a lo dispuesto en los artículos 57, 58 y 59 del RMC y en la regla 48 del Reglamento (CE) nº 2868/95 de la Comisión, de 13 de diciembre de 1995, por el que se aplica el RMC («REMC») (DO CE 1995, L 303, p. 1; DO OAMI 2-3/95, p. 258).";ES;LEGAL;MACHINE;GOOGLE;;
Anula parcialmente la resolución impugnada y estima la oposición formulada respecto de los «productos hortícolas» de la clase 31 además de los productos y servicios indicados en la resolución impugnada.;ES;LEGAL;MACHINE;GOOGLE;;
10 El 6 de noviembre de 2009, la División de Oposición dictó una resolución (en lo sucesivo, «resolución impugnada») en la que consideró que la marca solicitada y la marca anterior nº 2 590 501 son idénticas en cuanto a su elemento más relevante (los componentes denominativos) y que los productos y servicios son idénticos o similares, de modo que existe la probabilidad de que los consumidores pertinentes los asocien con la misma empresa o con empresas vinculadas económicamente.;ES;LEGAL;MACHINE;GOOGLE;;
Derecho al nombre comercial no registrado y a la denominación social en España 26 Según el reglamento de la Ley de Marcas española, la protección concedida a un nombre comercial español no registrado y a la denominación social de una persona jurídica habilita a su titular para oponerse al registro o solicitar la declaración de nulidad de un nombre comercial o marca española posterior siempre que se pruebe que dicho signo es utilizado o notoriamente conocido en todo el territorio nacional y siempre que exista riesgo de confusión en el público por la identidad o similitud entre los signos y los productos o servicios para los que se utilizan.;ES;LEGAL;MACHINE;GOOGLE;;
Las marcas en conflicto son compatibles en el mercado incluso para dichos servicios, ya que los signos en conflicto no son confundibles.;ES;LEGAL;MACHINE;GOOGLE;;
De repente se detuvo ante un sentimiento inexpresable que lo estremeció y pasó de inmediato a mi cabeza y mis extremidades.;ES;LITERARY;MACHINE;GOOGLE;;
La condesa Lidia Ivánovna lo miró extasiada y sus ojos se llenaron de lágrimas de admiración ante la grandeza de su alma.;ES;LITERARY;MACHINE;GOOGLE;;
"""Ciertamente.";ES;LITERARY;MACHINE;GOOGLE;;
Eso fue una locura.;ES;LITERARY;MACHINE;GOOGLE;;
Como una bandada de agachadizas sobre un pantano, se alzaban bajo nuestros pies bancos de peces inusuales del género Monopterus, cuyos miembros no tienen aleta salvo la cola.;ES;LITERARY;MACHINE;GOOGLE;;
En cuanto a otros peces comunes del Atlántico y el Mediterráneo, no pude observar miralets, peces ballesta, peces globo, caballitos de mar, peces joya, peces trompeta, blénidos, lisas, lábridos, eperlanos, peces voladores, anchoas, doradas, besugos, peces aguja, ni ninguno de los principales representantes del orden Pleuronecta, como el lenguado, la platija, la limanda y el rémol, simplemente por la vertiginosa velocidad con la que el Nautilus se movía a través de estas opulentas aguas.;ES;LITERARY;MACHINE;GOOGLE;;
"En resumen, no pude enterarme de nada excepto de que ella se había ido; todo lo demás, durante ocho largos meses, quedó en manos de conjeturas.";ES;LITERARY;MACHINE;GOOGLE;;
"""He oído hablar del señor Brocklehurst y he visto la escuela"".";ES;LITERARY;MACHINE;GOOGLE;;
Vronsky salió al andén y gritó: «¡Oblonsky! ¡Aquí!».;ES;LITERARY;MACHINE;GOOGLE;;
—¿Esta? —preguntó Conseil, señalando una magnífica joya en su vitrina.;ES;LITERARY;MACHINE;GOOGLE;;
"""Cuando pienso en ello no puedo dormirme sin morfina.";ES;LITERARY;MACHINE;GOOGLE;;
Nab y Pencroft los desollaron y trajeron a Granite House sólo su grasa y su piel, pues esta piel estaba destinada a la fabricación de botas.;ES;LITERARY;MACHINE;GOOGLE;;
Él, que había sido un padre considerado, desde finales de aquel invierno se había vuelto particularmente frío con su hijo, y lo trataba con la misma ironía que a su esposa. «¡Ah, joven!», le decía.;ES;LITERARY;MACHINE;GOOGLE;;
El panorama de las islas a medida que pasaban junto a ellas era magnífico.;ES;LITERARY;MACHINE;GOOGLE;;
"Me lanzó una mirada de sorpresa; pero sin responder, cortó una rebanada gruesa de su pan y me la dio.";ES;LITERARY;MACHINE;GOOGLE;;
Resistiendo la oferta de hospitalidad de Stapleton, Holmes y yo partimos hacia Baskerville Hall, dejando al naturalista que regresara solo.;ES;LITERARY;MACHINE;GOOGLE;;
"Ahora _aquí_"" (señaló el frondoso recinto en el que habíamos entrado) ""todo es real, dulce y puro"".";ES;LITERARY;MACHINE;GOOGLE;;
Todos habían sido buenos, y solo dos cosas no fueron del todo agradables. Una fue lo que había dicho sobre el lucio, y la otra fue que había algo extraño en su tierna compasión por Anna.;ES;LITERARY;MACHINE;GOOGLE;;
"Más de veinte de las que llevaban este traje eran niñas adultas, o más bien mujeres jóvenes; no les sentaba bien y daba un aire de rareza incluso a las más bonitas.";ES;LITERARY;MACHINE;GOOGLE;;
Confío en no ser más tonto que mis vecinos, pero siempre me oprimía la sensación de mi propia estupidez en mis tratos con Sherlock Holmes.;ES;LITERARY;MACHINE;GOOGLE;;
Pero este globo luminoso no se había encendido sin motivo. Por lo tanto, esperaba que pronto aparecieran algunos tripulantes.;ES;LITERARY;MACHINE;GOOGLE;;
¿Poesía destruida? ¿Genio desterrado?;ES;LITERARY;MACHINE;GOOGLE;;
Yo había herido, herido, abandonado a mi amo.;ES;LITERARY;MACHINE;GOOGLE;;
Kitty miró a su hermana, pero la expresión fría y más bien severa de su rostro no cambió.;ES;LITERARY;MACHINE;GOOGLE;;
Conseil se mantuvo especialmente ocupado observando moluscos y articulados, y aunque su catálogo es un poco seco, no quisiera perjudicar al valiente muchacho omitiendo sus observaciones personales.;ES;LITERARY;MACHINE;GOOGLE;;
"""¡Un hombre!";ES;LITERARY;MACHINE;GOOGLE;;
Sólo Constantino Levin no había llegado.;ES;LITERARY;MACHINE;GOOGLE;;
También don Fernando reconoció enseguida a Cardenio, y los tres, Luscinda, Cardenio y Dorotea, permanecieron en silencio y asombro, sin saber apenas qué les había sucedido.;ES;LITERARY;MACHINE;GOOGLE;;
"""Título deberías decir, no título"", dijo su amo.";ES;LITERARY;MACHINE;GOOGLE;;
Es un cazador de edredones y muy inteligente.;ES;LITERARY;MACHINE;GOOGLE;;
"""Ya lo he descubierto todo"", dijo dejando la vela sobre el lavabo; ""es tal como pensaba"".";ES;LITERARY;MACHINE;GOOGLE;;
"""Oh, ella ha hecho que todos los hombres bajen la cabeza en esa parte.";ES;LITERARY;MACHINE;GOOGLE;;
"Vengo a combatirte y a probar la fuerza de tu brazo, para hacerte reconocer y confesar que mi señora, sea quien sea, es incomparablemente más bella que tu Dulcinea del Toboso. Si lo reconoces con justicia y franqueza, escaparás de la muerte y me ahorrarás el trabajo de infligirte la pena; si luchas y te venzo, no exijo otra satisfacción que la de que, dejando las armas y absteniéndote de ir en busca de aventuras, te retires y te refugies en tu aldea durante un año, y vivas allí sin empuñar la espada, en paz, tranquilidad y un reposo beneficioso, necesario para el aumento de tus bienes y la salvación de tu alma; y si me vences, mi cabeza estará a tu disposición, mis armas y mi caballo serán tu botín, y la fama de mis hazañas se transferirá y añadirá a la tuya.";ES;LITERARY;MACHINE;GOOGLE;;
"""¿Qué?"" preguntó Nab.";ES;LITERARY;MACHINE;GOOGLE;;
'¿A dónde vas?;ES;LITERARY;MACHINE;GOOGLE;;
Levin quería hablar con él, pero sonó el timbre y el camarero se marchó.;ES;LITERARY;MACHINE;GOOGLE;;
"""Era tan pequeño que una rata apenas podía pasar a través de él.""";ES;LITERARY;MACHINE;GOOGLE;;
Todos los rostros que se volvían hacia ella le parecían a Dolly saludables y brillantes, burlándose de ella con su alegría de vivir.;ES;LITERARY;MACHINE;GOOGLE;;
Pero tan pronto como la conciencia de todo esto fue impuesta por la continua repetición a Marianne, ella no pudo quedarse más tiempo.;ES;LITERARY;MACHINE;GOOGLE;;
—¡Bueno, me divorcio y me convierto en la esposa de Vronsky! ¿Y entonces qué?;ES;LITERARY;MACHINE;GOOGLE;;
"—No puede haber duda —dijo don Fernando a este respecto—, sino que el señor don Quijote ha hablado con mucha prudencia, y que en nosotros está la decisión desta cosa; y, para que tengamos más terreno donde seguir, tomaré en secreto los votos de los caballeros y declararé clara y completamente el resultado.";ES;LITERARY;MACHINE;GOOGLE;;
